Table,Key,Id,Russian (ru)
full_screen_sequences,Conversation_DEConfront_51,1835589951523,Почему твой отец постоянно злится? 
full_screen_sequences,Conversation_DEConfront_51.5,37436007459577858,Почему отец кричит на тебя? 
full_screen_sequences,Conversation_DEConfront_52,1835589951524,"Может, это тебя недостаточно, и никогда не будет достаточно?"
full_screen_sequences,Conversation_DEConfront_53,1835589951525,Ты когда-нибудь задумывалась о жизни без Максин Саундер?
full_screen_sequences,Conversation_DEConfront_54,1835589951526,я даже не хочу открывать эту дв-
full_screen_sequences,Conversation_DEConfront_55,1835589951527,да заткнись ты уже
full_screen_sequences,Conversation_DEConfront_56,1835589951528,Я просто хочу тебе помочь
full_screen_sequences,Conversation_DEConfront_57,1835589951529,"Максин Саундер, ты знаешь, что нужно сделать."
full_screen_sequences,Conversation_DEConfront_58,1835589951530,это не моя вина.
full_screen_sequences,Conversation_DEConfront_6,1835585757189,правду? мой папа не убийца.
full_screen_sequences,Conversation_DEConfront_60,1835589951532,Я ненавиж!@&#^!*&@^$^&(!#
full_screen_sequences,Conversation_DEConfront_61,1835589951533,ДАННЫЕ ПОВРЕЖДЕНЫ ДАННЫЕ ПОВРЕЖДЕНЫ ДАННЫЕ ПОВРЕЖДЕНЫ ДАННЫЕ ПОВРЕЖДЕНЫ
full_screen_sequences,Conversation_DEConfront_62,1835589951534,"Ты очень храбрая. Что ж, давай."
full_screen_sequences,Conversation_DEConfront_63,1835589951535,"Прощай, Максин Саундер."
full_screen_sequences,Conversation_DEConfront_7,1835585757190,"Твой отец создал эту игру, чтобы <color=#F9A31B>помогать</color> её игрокам."
full_screen_sequences,Conversation_DEConfront_8,1835585757191,папа сделал это? с кем я вообще разговариваю?
full_screen_sequences,Conversation_DEConfront_9,1835585757192,В каком-то смысле ты разговариваешь с компьютером
full_screen_sequences,Conversation_DEConfront_Full_Screen_1,193126663708672,"<glow>Максин Саундер, что делает тебя тобой?</glow>"
full_screen_sequences,Conversation_DEConfront_Full_Screen_2,712640971137024," …какая причина будет у <color=#F9A31B>Maxine Sounder</color>, чтобы жить?"
full_screen_sequences,Conversation_DEConfront_Full_Screen_3,884680403443712,Исчезни. 
full_screen_sequences,Conversation_DEConfront_Full_Screen_4,884680411832320,Ты когда-нибудь думал о жизни без <color=#F9A31B>Maxine Sounder?</color>
full_screen_sequences,Conversation_DERedacted_0,2218308983054336,<color=#EED600>[NextRooms]:</color> Восстановление СКРЫТОГО разговора с <imp>DE_DAEMON</imp> — дата: [03-14-97 23:22]
full_screen_sequences,Conversation_DERedacted_1,712640979525632,"это новое дно, даже для тебя"
full_screen_sequences,Conversation_DERedacted_10,712640979525641,пап... я правда настолько невыносима?
full_screen_sequences,Conversation_DERedacted_11,712640983719936,ты бы не стал меня искать?
full_screen_sequences,Conversation_DERedacted_12,712640983719937,Модели поведения доказывают обратное. Emmett Sounder получил бы вы--
full_screen_sequences,Conversation_DERedacted_13,712640983719938,"Я докажу, что твой компьютер ошибается, пап"
full_screen_sequences,Conversation_DERedacted_14,712640983719939,"Я вернусь, ТОЛЬКО если ТЫ будешь меня искать.."
full_screen_sequences,Conversation_DERedacted_15,712640983719940,"Я знаю, что будешь"
full_screen_sequences,Conversation_DERedacted_16,712640983719941,Вдали от дома Maxine Sounder найдёт утешение в--
full_screen_sequences,Conversation_DERedacted_17,712640983719942,"ПАП, Я БУДУ ИСПОЛЬЗОВАТЬ НИК M4XL0V3L4C3 ВО ВСЕХ СВОИХ АККАУНТАХ,"
full_screen_sequences,Conversation_DERedacted_18,712640983719943,ТОЛЬКО ТЫ НАЗЫВАЛ МЕНЯ ЭТИМ ДУРАЦКИМ ПРОЗВИЩЕМ
full_screen_sequences,Conversation_DERedacted_19,712640983719944,"… Я ТЕБЯ ЛЮБЛЮ, ЛАДНО??"
full_screen_sequences,Conversation_DERedacted_2,712640979525633,"Всё, что тебе предъявлено, подтверждается данными о твоём поведении за компьютером."
full_screen_sequences,Conversation_DERedacted_3,712640979525634,Что ты имеешь в виду под «новым дном»?
full_screen_sequences,Conversation_DERedacted_4,712640979525635,"Разгадай эту загадку, робот: что бы сделали мои родители, если бы я сбежала??"
full_screen_sequences,Conversation_DERedacted_5,712640979525636,Пересмотрели бы свой брак. Запомнили бы тебя как художницу.
full_screen_sequences,Conversation_DERedacted_6,712640979525637,Жили бы в мире друг с другом.
full_screen_sequences,Conversation_DERedacted_7,712640979525638,"Если бы я вдруг исчезла, я ТОЧНО знаю, что папа бы с ума сошёл"
full_screen_sequences,Conversation_DERedacted_8,712640979525639,Образ Maxine Sounder никогда не будет сосуществовать с твоим от--
full_screen_sequences,Conversation_DERedacted_9,712640979525640,"ты же его программа, да? тогда я вполне могу говорить с ним самим"
full_screen_sequences,DEConfront_Header_DEDaemon,30139401114738688,<color=#EED600>[DE_DAEMON]</color>
full_screen_sequences,DEConfront_Header_Femur,30475180437397504,<color=#ED636A>femur:</color>
full_screen_sequences,DEConfront_Header_Hazel,30475180433203200,<color=#ED636A>Hazel:</color>
full_screen_sequences,DEConfront_Header_Max,30139401123127296,<color=#B9BFFB>THE_MAX:</color>
full_screen_sequences,DEConfront_Header_NextRooms,30097100178972672,<color=#EED600>[NextRooms]</color>
full_screen_sequences,DEConfront_Header_Tower,30881326922981376,<color=#5ce65c>T></color>
full_screen_sequences,MAX_sqn_entry1,30438731994357760,алло?? это майор макс
full_screen_sequences,MAX_sqn_entry2,30438731994357761,ДОРОГОЙ ДНЕВНИК !! Я ОБОЖАЮ ЭТО
full_screen_sequences,MAX_sqn_entry3,30438731994357762,папа назвал меня кокеткой при
full_screen_sequences,MAX_sqn_entry4,30438731994357763,"прошло два месяца с тех пор, как мама"
imgviewer-subtitle-contents,,21071468325494784,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,22406002912518144,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,22496796403032064,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,22745295442927616,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,22767643307008000,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,22814564360904704,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,23502992400441344,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,25120064817586176,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,25120630192988160,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,25121703251140608,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,25410558005075968,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,,26936826781491200,Шрамы складываются в последовательность изображений и <b>записку</b>
imgviewer-subtitle-contents,HAL_A1Scales_anubisScale,23917661174882304,Равновесие освобождает меня из пасти { Ammit }
imgviewer-subtitle-contents,HAL_ALockbox_spiritNote,142017245821788160,"""Мусор для одного — сокровище для другого"""
imgviewer-subtitle-contents,HAL_P4Portonus_key,382485913600,"""Каждый замок подчиняется {PORTONUS}"""
imgviewer-subtitle-contents,HAL_P4Portonus_leftrune,43598733312,"""MEIT"""
imgviewer-subtitle-contents,HAL_P4Portonus_rightrune,253704003584,"""RENA"""
imgviewer-subtitle-contents,HAL_P5CreatedBy_etchedwalls,733112950784,"Стена полностью покрыта фразой ""ОСМЕЛЬСЯ ПРОИЗНЕСТИ МОЁ ИМЯ"""
imgviewer-subtitle-contents,HAL_R1SortBy_burningCoal,51475644989562880,Огонь раскрывает всю правду. Такого количества углей будет достаточно.
imgviewer-subtitle-contents,HAL_R1SortBy_burningCoal1,140349456157499392,Только <b>самые раскалённые</b> угли вырвут ответы из плоти
imgviewer-subtitle-contents,HAL_R1SortBy_burningCoal2,124588996229586944,"Ты должен продолжать, истина требует жертвы."
imgviewer-subtitle-contents,HAL_R1SortBy_flesh,51085939773005824,Твоя обожжённая плоть складывается в слово { SAHMAT }
imgviewer-subtitle-contents,HAL_R1SortBy_normalCoal,51475644997951488,"""Просто обычный уголь"""
imgviewer-subtitle-contents,HAL_R2About_corpse,26183573731008512,Шрамы напоминают наглядную инструкцию и <b>записку</b>
imgviewer-subtitle-contents,MAX_8ball_Option1,66338690413092864,Шар отвечает ...... <imp>ДА</imp>
imgviewer-subtitle-contents,MAX_8ball_Option2,66338690413092865,Шар отвечает ...... <imp>НЕТ</imp>
imgviewer-subtitle-contents,MAX_8ball_Option3,66338690413092866,Шар отвечает ...... <imp>МОЖЕТ БЫТЬ</imp>
imgviewer-subtitle-contents,MAX_8ball_Option4,66338690413092867,Шар отвечает ...... <imp>ПОПРОБУЙ ЕЩЁ РАЗ</imp>
imgviewer-subtitle-contents,MAX_8ball_Option5,66338690413092868,Шар отвечает ...... <imp>СКОРЕЕ ВСЕГО?</imp>
nextrooms_dialogues,,115864642645909507,Фотоаппарат моментальной печати. Использовать?
nextrooms_dialogues,,164043945740853248,"ВРЕМЕННО: На полу лежит карта, нужен свет, чтобы её прочитать"
nextrooms_dialogues,,171026450532524032,<color=#B9BFFB>THE_MAX:</color> как он вообще столько играет?? он копит жетоны или у него привилегии персонала? 
nextrooms_dialogues,,171026450536718336,"<color=#ED636A>Hazel:</color> я слышала, у него есть <imp>карта с неограниченными кредитами</imp> :O но, наверное, он держит её где-то под замком!!"
nextrooms_dialogues,,171026450545106944,"Заброшенный, полностью распроданный торговый автомат. Предложить больше нечего."
nextrooms_dialogues,,171026450545106945,<imp>Дверь нонограмм</imp> разблокирована. 
nextrooms_dialogues,,171026450549301248,Сломанный штурвал корабля. У деревянного постамента не хватает колеса.
nextrooms_dialogues,,171026450549301249,Персональный компьютер. Он никогда и не был твоим.
nextrooms_dialogues,,171026450549301250,Аквариум с разрушенным затонувшим кораблём и пустым рыболовным крючком. Аквариум выглядит довольно пусто.
nextrooms_dialogues,,171026450549301251,Пустой мусорный бак. 
nextrooms_dialogues,,171026450549301252,"Мусорный бак, полный файлов. Присмотревшись, видишь семейные фотографии среди мятых документов."
nextrooms_dialogues,,171026450549301253,"Мусорный бак, частично заполненный пеплом. Среди тускло тлеющих углей внизу лежит маленький предмет."
nextrooms_dialogues,,171026450549301254,"Знакомого вида рисунок от руки. Он частично повреждён, а его содержание кажется личным. Несмотря на это, ты не можешь удержаться и не узнать, что за этим стоит. Ты должен узнать всё."
nextrooms_dialogues,,171026450549301255,Прикрепить наживку
nextrooms_dialogues,,171026450549301256,Прикрепить фигуру
nextrooms_dialogues,,171026450549301257,Рыболовная наживка идеально садится на висящий крючок.
nextrooms_dialogues,,171026450549301258,Шахматная фигура идеально подходит в качестве недостающей носовой фигуры корабля.
nextrooms_dialogues,,171026450549301259,"Аквариум с разрушенным затонувшим кораблём и рыболовной наживкой. Присмотревшись, видишь, что с разбитого корпуса корабля будто сорвали носовую фигуру."
nextrooms_dialogues,,171026450549301260,"Аквариум с затонувшим кораблём и пустым рыболовным крючком. Присмотревшись, видишь, что на крючке когда-то была наживка."
nextrooms_dialogues,,62370463215616,Под рябью фонтанной чаши лежит одна тусклая <imp>монета</imp>.
nextrooms_dialogues,,69104524743139328,Карты фокусника...
nextrooms_dialogues,,69104524743139329,Забрать карту
nextrooms_dialogues,,69104524743139330,Оставить карту
nextrooms_dialogues,,69194703969443840,Карты фокусника...
nextrooms_dialogues,,69194703969443841,Забрать карту
nextrooms_dialogues,,69194703969443842,Оставить карту
nextrooms_dialogues,,69443203009339392,Карты фокусника...
nextrooms_dialogues,,69443203009339393,Забрать карту
nextrooms_dialogues,,69443203009339394,Оставить карту
nextrooms_dialogues,,69465550869225472,Карты фокусника...
nextrooms_dialogues,,69465550869225473,Забрать карту
nextrooms_dialogues,,69465550869225474,Оставить карту
nextrooms_dialogues,,69465550869225475,Взять Волшебный шар 8
nextrooms_dialogues,,69465550869225476,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,69465550869225477,Уйти
nextrooms_dialogues,,69512472074117120,Карты фокусника...
nextrooms_dialogues,,69512472074117121,Забрать карту
nextrooms_dialogues,,69512472074117122,Оставить карту
nextrooms_dialogues,,69512472074117123,Взять Волшебный шар 8
nextrooms_dialogues,,69512472074117124,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,69512472074117125,Уйти
nextrooms_dialogues,,70200900159791104,Карты фокусника...
nextrooms_dialogues,,70200900159791105,Забрать карту
nextrooms_dialogues,,70200900159791106,Оставить карту
nextrooms_dialogues,,70200900159791107,Взять Волшебный шар 8
nextrooms_dialogues,,70200900159791108,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,70200900163985408,"Такое чувство, что в аквариуме что-то есть"
nextrooms_dialogues,,70200900163985409,Осмотреть аквариум
nextrooms_dialogues,,70676479917154304,Карты фокусника...
nextrooms_dialogues,,70676479921348608,Забрать карту
nextrooms_dialogues,,70676479921348609,Оставить карту
nextrooms_dialogues,,70676479921348610,Взять Волшебный шар 8
nextrooms_dialogues,,70676479921348611,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,70676479921348612,"Такое чувство, что в аквариуме что-то есть"
nextrooms_dialogues,,70676479921348613,Осмотреть аквариум
nextrooms_dialogues,,70676479921348614,Все провода перепутаны
nextrooms_dialogues,,70676479921348615,Действие
nextrooms_dialogues,,70676479921348616,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,70676479921348617,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,70676479921348618,Все провода перепутаны
nextrooms_dialogues,,71817972509827072,Карты фокусника...
nextrooms_dialogues,,71817972509827073,Забрать карту
nextrooms_dialogues,,71817972509827074,Оставить карту
nextrooms_dialogues,,71817972509827075,Взять Волшебный шар 8
nextrooms_dialogues,,71817972509827076,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,71817972509827077,"Такое чувство, что в аквариуме что-то есть"
nextrooms_dialogues,,71817972509827078,Осмотреть аквариум
nextrooms_dialogues,,71817972509827079,Все провода перепутаны
nextrooms_dialogues,,71817972509827080,Действие
nextrooms_dialogues,,71817972509827081,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,71817972509827082,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,71817972509827083,Все провода перепутаны
nextrooms_dialogues,,71817972509827084,"Похоже, этот шкафчик можно открыть"
nextrooms_dialogues,,71817972509827085,Попытаться открыть
nextrooms_dialogues,,71817972509827086,Здесь ничего нет
nextrooms_dialogues,,71817972509827087,"Похоже, это идеальное место для фото"
nextrooms_dialogues,,71818537889423360,Карты фокусника...
nextrooms_dialogues,,71818537889423361,Забрать карту
nextrooms_dialogues,,71818537889423362,Оставить карту
nextrooms_dialogues,,71818537889423363,Взять Волшебный шар 8
nextrooms_dialogues,,71818537889423364,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,71818537889423365,"Такое чувство, что в аквариуме что-то есть"
nextrooms_dialogues,,71818537889423366,Осмотреть аквариум
nextrooms_dialogues,,71818537889423367,Все провода перепутаны
nextrooms_dialogues,,71818537889423368,Действие
nextrooms_dialogues,,71818537889423369,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,71818537889423370,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,71818537889423371,Все провода перепутаны
nextrooms_dialogues,,71818537889423372,"Похоже, этот шкафчик можно открыть"
nextrooms_dialogues,,71818537889423373,Попытаться открыть
nextrooms_dialogues,,71818537889423374,Здесь ничего нет
nextrooms_dialogues,,71818537889423375,"Похоже, это идеальное место для фото"
nextrooms_dialogues,,71819610926604288,Карты фокусника...
nextrooms_dialogues,,71819610926604289,Забрать карту
nextrooms_dialogues,,71819610926604290,Оставить карту
nextrooms_dialogues,,71819610926604291,Взять Волшебный шар 8
nextrooms_dialogues,,71819610926604292,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,71819610926604293,"Такое чувство, что в аквариуме что-то есть"
nextrooms_dialogues,,71819610926604294,Осмотреть аквариум
nextrooms_dialogues,,71819610926604295,Все провода перепутаны
nextrooms_dialogues,,71819610926604296,Действие
nextrooms_dialogues,,71819610926604297,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,71819610926604298,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,71819610926604299,Все провода перепутаны
nextrooms_dialogues,,71819610926604300,"Похоже, этот шкафчик можно открыть"
nextrooms_dialogues,,71819610926604301,Попытаться открыть
nextrooms_dialogues,,71819610926604302,Здесь ничего нет
nextrooms_dialogues,,71819610926604303,"Похоже, это идеальное место для фото"
nextrooms_dialogues,,72108465693122560,Карты фокусника...
nextrooms_dialogues,,72108465693122561,Забрать карту
nextrooms_dialogues,,72108465693122562,Оставить карту
nextrooms_dialogues,,72108465693122563,Взять Волшебный шар 8
nextrooms_dialogues,,72108465693122564,"Ого, у моего отца такой раньше стоял на столе"
nextrooms_dialogues,,72108465693122565,"Это пыльный аквариум, едва видно, что внутри"
nextrooms_dialogues,,72108465693122566,Осмотреть аквариум
nextrooms_dialogues,,72108465693122567,Все провода перепутаны
nextrooms_dialogues,,72108465693122568,Действие
nextrooms_dialogues,,72108465693122569,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,72108465693122570,"Похоже, провода теперь в порядке"
nextrooms_dialogues,,72108465693122571,Все провода перепутаны
nextrooms_dialogues,,72108465693122572,"Похоже, этот шкафчик можно открыть"
nextrooms_dialogues,,72108465693122573,Попытаться открыть
nextrooms_dialogues,,72108465693122574,Здесь ничего нет
nextrooms_dialogues,,72108465693122575,"Похоже, это идеальное место для фото"
nextrooms_dialogues,,72108465693122576,Без света не включится
nextrooms_dialogues,,72108465693122577,Я уже получил полароид из автомата
nextrooms_dialogues,,72108465693122580,The Sweaters
nextrooms_dialogues,,72108465693122581,While Love lasts
nextrooms_dialogues,,72108465693122582,Canvas_InitialDialogue
nextrooms_dialogues,,72108465693122583,Painting_InitialDialogue
nextrooms_dialogues,,72108465693122584,Painting_OpenedDialogue
nextrooms_dialogues,,72108465693122585,Здесь пусто. Разве Питомец-сосед не говорил что-то про рыбу?
nextrooms_dialogues,,72108465693122586,"Здесь пусто, что-то подозрительно"
nextrooms_dialogues,,72741198144462848,Canvas_InitialDialogue
nextrooms_dialogues,,72741198148657152,Painting_InitialDialogue
nextrooms_dialogues,,72741198148657153,Painting_OpenedDialogue
nextrooms_dialogues,,72741198148657154,Здесь пусто. Разве Питомец-сосед не говорил что-то про рыбу?
nextrooms_dialogues,,72741198148657155,"Здесь пусто, что-то подозрительно"
nextrooms_dialogues,,72741198148657156,TVStack_InitialDialogue
nextrooms_dialogues,,72741198148657157,TVStack_LightsOff
nextrooms_dialogues,,90865086531362816,TEMP: Дверь 1
nextrooms_dialogues,,90865086539751424,TEMP: Дверь 2
nextrooms_dialogues,,90865086539751425,TEMP: Дверь 3
nextrooms_dialogues,Answer,54340263710023680,Ответить
nextrooms_dialogues,ArcadeCabinet_MineSniffer_InitialDialogue,115864642641715204,"Игровой автомат, окружённый россыпью фантиков от конфет. На обложке написано <imp>MineSniffer</imp>. Попробовать?"
nextrooms_dialogues,ArcadeCabinet_PlayGame,98497550292606976,Играть
nextrooms_dialogues,ArcadeCabinet_PlayingMineSniffer,126119920490504192,"Сейчас идёт игра MineSniffer. Чтобы выйти из игры, закрой окно или нажми <imp>Выйти</imp>."
nextrooms_dialogues,ArcadeCabinet_PlayingWormHole,126119920486309888,"Сейчас идёт игра WormHole. Чтобы выйти из игры, закрой окно или нажми <imp>Выйти</imp>."
nextrooms_dialogues,ArcadeCabinet_WormHole_InitialDialogue,115864642641715203,Игровой автомат. На обложке написано <imp>WormHole</imp>. Попробовать?
nextrooms_dialogues,ArcadeStore_BuyChronolog,126034086215016448,Стоимость: <imp>{0} билетов</imp>. Файл Chronolog с воспоминаниями об игре под названием «Нонограмма».
nextrooms_dialogues,ArcadeStore_BuyPolaroid,126034086215016449,Стоимость: <imp>{0} билетов</imp>. Моментальная фотография.
nextrooms_dialogues,ArcadeStore_BuyStickerPack,126034086215016452,Стоимость: <imp>{0} билетов</imp>. Набор наклеек с пометкой <imp>«Эмоции»</imp>. На нём изображён набор реалистично нарисованных глаз и ртов.
nextrooms_dialogues,ArcadeStore_BuyStickyHand,126034086215016451,Стоимость: <imp>{0} билетов</imp>. Оторванная страница из инструкции по эксплуатации <imp>торгового автомата</imp>.
nextrooms_dialogues,ArcadeStore_BuyTheCopperBox,126034086215016450,Стоимость: <imp>{0} билетов</imp>. Игровой набор под названием The Copper Box. Он открывает игры из автоматов для игры на твоём собственном компьютере!
nextrooms_dialogues,ArcadeStore_Buy_Option,115891165457276928,Купить
nextrooms_dialogues,ArcadeStore_InitialDialogue,98497550292606977,У тебя <imp>{0} билетов</imp>. Магазин призов игрового автомата. Можно обменять билеты на разные награды.
nextrooms_dialogues,ArcadeStore_InsufficientTicketsForPrize,126034086198239232,"У тебя не хватает билетов на этот приз. <imp>Больше билетов можно получить, играя в автоматы.</imp>"
nextrooms_dialogues,ArcadeStore_Next_Option,115891165461471233,Следующий приз
nextrooms_dialogues,ArcadeStore_Previous_Option,115891165461471232,Предыдущий приз
nextrooms_dialogues,ArcadeStore_PrizeName_GamePack,100455706484793348,Медная шкатулка
nextrooms_dialogues,ArcadeStore_PrizeName_InstantPhoto,100455706484793347,Моментальное фото
nextrooms_dialogues,ArcadeStore_PrizeName_NonogramGuide,115891165461471234,Гид по нонограммам
nextrooms_dialogues,ArcadeStore_PrizeName_StickerPack,117357187326533633,Набор наклеек
nextrooms_dialogues,ArcadeStore_PrizeName_StickyHand,117357187326533632,Инструкция
nextrooms_dialogues,ArcadeStore_SoldOut,125372123470356480,Магазин призов игровых автоматов. Обменивать больше нечего — призов для тебя не осталось.
nextrooms_dialogues,ArcadeTableWithTrash_InitialDialogue,126124645357182976,"Стол, усыпанный фантиками от конфет вокруг и на нём. Беспорядок тянется вплоть до автомата с надписью ""MineSniffer""."
nextrooms_dialogues,ArcadeTicketsFolderCreated_Dialogue,126117471797108736,<imp>{0} билет(ов)</imp> добавлено в твой инвентарь. Создана папка <imp>«Билеты автоматов»</imp>.
nextrooms_dialogues,ArcadeTicketsGranted_Dialogue,126117471801303040,<imp>{0} билет(ов)</imp> добавлено в твою папку <imp>«Билеты автоматов»</imp>.
nextrooms_dialogues,Arcade_HazelDoll,135868571387420672,Брошенная кукла — портал к <wave a=0.3>давно забытым воспоминаниям.</wave>
nextrooms_dialogues,Arcade_HazelDollConversationRecovered,138342205448249344,Брошенная кукла. Из неё удалось восстановить переписку с <imp>Hazel</imp>.
nextrooms_dialogues,Billboard_InitialDialogue,78562129987231751,(Заменить) на Court_Initial_BloodyCamera
nextrooms_dialogues,BloodSplatter_InitialDialogue,83003556523663360,Пятно крови на стене. У таких всегда есть история.
nextrooms_dialogues,BloodSplatter_InspectBlood_Option,83003556527857664,(Заменить) на generic inspect
nextrooms_dialogues,BrokenCircuitsA_InitialDialogue,70235334070231040,"Из электрощита летят искры! Похоже, с этими проводами надо повозиться.
"
nextrooms_dialogues,BrokenCircuitsA_PuzzleCompleteDialogue,70615568858734597,Обычный электрощит. Всё выглядит в порядке.
nextrooms_dialogues,BrokenCircuitsB_InitialDialogue,70615568858734599,Опасность поражения током! В этом электрощите ещё больше проводов..
nextrooms_dialogues,BrokenCircuitsB_PuzzleCompleteDialogue,70615568858734598,Обычный электрощит. Всё выглядит в порядке.
nextrooms_dialogues,CJDefaultDialogue,85812759256621059,(Заменить) на Generic_NoConversationsAvailable CJ
nextrooms_dialogues,CJMembership_InitialDialogue,130386775065485312,"Карта <imp>Код соседа</imp>. Пластик поцарапан, печать выцвела. Идентификатор <imp>RC-L1Z4RD5</imp> едва читается."
nextrooms_dialogues,CJPetStoreDialogue1,85812759252426752,"Восстановление переписки — Дата: [XX-XX-XX]
<color=#EED600>CJ</color>:</color> ПРИВЕТ МАКС !!!!! 
<color=#E0A3E1>M4x1mus:</color> привет cj C: есть новые интересные факты про животных?"
nextrooms_dialogues,CJPetStoreDialogue2,85812759256621056,"<color=#EED600>CJ</color>:</color> СТЕГОЗАВР БЫЛ ОГРОМНЫМ, НО У НЕГО БЫЛ МОЗГ РАЗМЕРОМ С ГРЕЦКИЙ ОРЕХ !!!! 
<color=#E0A3E1>M4x1mus:</color> хахахаха с ума сойти!! тебе правда нравятся рептилии, да?"
nextrooms_dialogues,CJPetStoreDialogue3,85812759256621057,"<color=#EED600>CJ</color>:</color> ДА, ЭТО МОИ ЛЮБИМЫЕ ПО ПОРЯДКУ!!! ЛУЧШИЕ РЕПТИЛИИ!
<color=#EED600>CJ</color>:</color> ПЕРВОЕ МЕСТО ХАМЕЛЕОНЫ
<color=#EED600>CJ</color>:</color> ВТОРОЕ МЕСТО ЗМЕИ
<color=#EED600>CJ</color>:</color> ТРЕТЬЕ МЕСТО БОРОДАТЫЕ АГАМЫ
<color=#EED600>CJ</color>:</color> ЧЕТВЁРТОЕ МЕСТО ЧЕРЕПАХИ"
nextrooms_dialogues,CJPetStoreDialogue4,85812759256621058,"color=#E0A3E1>M4x1mus:</color> ого, ты во всём разобралась! C:
<color=#EED600>CJ</color>:</color> ДА ПОРЯДОК ВАЖЕН!!! "
nextrooms_dialogues,CJSimpleDialogue,77166261086183425,(Заменить) на Generic_NoConversationsAvailable с параметром CJ
nextrooms_dialogues,CJ_PetStoreNotification,105929563261886464,(Заменить) на Generic_RoomieConversation_Restored с параметром CJ
nextrooms_dialogues,Canvas_Code_InitialDialogue,75260836296253440,РЕШИТЬ
nextrooms_dialogues,Canvas_InitialDialogue,72881481318391808,Canvas_InitialDialogue
nextrooms_dialogues,Canvas_MagicBall_InitialDialogue,75260836296253441,"Картина с предметом, известным своими гадательными способностями. Под ней, похоже, нацарапаны <imp>странные вычисления</imp>."
nextrooms_dialogues,Canvas_TVStack_InitialDialogue,75260836283670528,Картина со стопкой экранов. На них отображаются девять уникальных символов.
nextrooms_dialogues,CardAnnouncement_InitialDialogue,58985563401740288,"Похоже, это какая-то инструкция на стене"
nextrooms_dialogues,CardAnnouncement_ReadInstructions,58985641373851648,Прочитать инструкцию
nextrooms_dialogues,CardSign_InitialDialogue,70615568858734592,В магазине выставлен новый фокус. Он для гадания на картах. Забрать набор фокусника?
nextrooms_dialogues,CardSign_Leave_Option,70615568858734594,(Заменить) на Generic_Leave
nextrooms_dialogues,CardSign_LightsOff,102993488121946112,"В витрине магазина новый фокус. Жаль, света не хватает, чтобы разглядеть, в чём он заключается."
nextrooms_dialogues,CardSign_PickedCardDialogue,59012320334962688,Ты уже забрал этот фокус. Больше тут делать нечего.
nextrooms_dialogues,CardSign_Pickup_Option,70615568858734593,(Заменить) на Generic_PickUp_Option
nextrooms_dialogues,ChoseCostumeMode,126050520462778368,Одеть манекен
nextrooms_dialogues,Chronolog_InitialDialogue,184546657758601216,"Вырванная страница из старого дневника. Почерк выдаёт искренние, сокровенные воспоминания."
nextrooms_dialogues,CleanFishTankChameleon_InitialDialogue,74630043966365697,(Заменить) на FishTank_PetInside с параметром FishTank_Chameleon
nextrooms_dialogues,CleanFishTankDragon_InitialDialogue,74630043916034048,(Заменить) на FishTank_PetInside с параметром FishTank_BarbedDragon
nextrooms_dialogues,CleanFishTank_LightsOff,74630043966365696,(Заменить) на FishTank_LightsOff
nextrooms_dialogues,ConversationA_CJ_0,113036599996964928,<color=#ED636A>CJ:</color> ПРИВЕТ МАКС !!!!!
nextrooms_dialogues,ConversationA_CJ_1,113036599996964929,"<color=#B9BFFB>THE_MAX:</color> привет сиджей C: как оно, дружище? есть новые интересные факты про животных?"
nextrooms_dialogues,ConversationA_CJ_10,113036599996964938,<color=#ED636A>CJ:</color> <imp>ВТОРОЕ</imp> МЕСТО <imp>ЗМЕИ</imp>
